closed_issues,commits,created_at,description,forks,history,inner_source,is_nvidia,latest_release.published_at,latest_release.tag_name,license,name,open_days,open_issues,open_prs,openrank,openrank_data,pushed_at,quadrant,rank,ring,stars,status,topics,url
0,0,2016-08-13T05:26:41Z,"<a href=""https://github.com/pytorch/pytorch"">pytorch/pytorch</a>: Tensors and Dynamic neural networks in Python with strong GPU acceleration",24451,[],FALSE,FALSE,,,Other,pytorch/pytorch,3230,0,0,1834.17,"{""2017"": 1748.07, ""2018"": 4240.49, ""2019"": 6656.06, ""2020"": 8774.57, ""2021"": 9090.45, ""2022"": 8416.69, ""2023"": 10288.27, ""2024"": 11303.04, ""2025"": 4617.72, ""2017-01"": 48.28, ""2017-02"": 78.11, ""2017-03"": 102.47, ""2017-04"": 124.25, ""2017-05"": 140.59, ""2017-06"": 158.01, ""2017-07"": 158.47, ""2017-08"": 164.62, ""2017-09"": 146.32, ""2017-10"": 183.08, ""2017-11"": 214.95, ""2017-12"": 228.92, ""2018-01"": 229.68, ""2018-02"": 235.58, ""2018-03"": 260.36, ""2018-04"": 319.6, ""2018-05"": 346.6, ""2018-06"": 373.28, ""2018-07"": 386.91, ""2018-08"": 386.34, ""2018-09"": 380.92, ""2018-10"": 424.16, ""2018-11"": 449.49, ""2018-12"": 447.57, ""2019-01"": 454.52, ""2019-02"": 453.15, ""2019-03"": 442.42, ""2019-04"": 484.79, ""2019-05"": 529.17, ""2019-06"": 538.43, ""2019-07"": 553.48, ""2019-08"": 606.99, ""2019-09"": 611.75, ""2019-10"": 645.01, ""2019-11"": 669.38, ""2019-12"": 666.98, ""2020-01"": 627.53, ""2020-02"": 607.91, ""2020-03"": 691.64, ""2020-04"": 736.29, ""2020-05"": 731.66, ""2020-06"": 728.53, ""2020-07"": 749.57, ""2020-08"": 761.96, ""2020-09"": 778.01, ""2020-10"": 784.24, ""2020-11"": 793.71, ""2020-12"": 783.52, ""2021-01"": 772.13, ""2021-02"": 731.59, ""2021-03"": 775.17, ""2021-04"": 801.53, ""2021-05"": 793.39, ""2021-06"": 798.42, ""2021-07"": 813.31, ""2021-08"": 822.49, ""2021-09"": 768.9, ""2021-10"": 735, ""2021-11"": 683.51, ""2021-12"": 689.45, ""2022-01"": 691.41, ""2022-02"": 672.15, ""2022-03"": 662.01, ""2022-04"": 666.36, ""2022-05"": 675.95, ""2022-06"": 706.81, ""2022-07"": 714.21, ""2022-08"": 730.75, ""2022-09"": 677.97, ""2022-10"": 715.07, ""2022-11"": 748.65, ""2022-12"": 755.35, ""2023-01"": 763.57, ""2023-02"": 775.87, ""2023-03"": 839.92, ""2023-04"": 869.99, ""2023-05"": 867.76, ""2023-06"": 863.55, ""2023-07"": 860.22, ""2023-08"": 894.71, ""2023-09"": 892.66, ""2023-10"": 882.84, ""2023-11"": 915.72, ""2023-12"": 861.46, ""2024-01"": 876.86, ""2024-02"": 897.87, ""2024-03"": 893.14, ""2024-04"": 928.08, ""2024-05"": 924.4, ""2024-06"": 956.31, ""2024-07"": 951.57, ""2024-08"": 987.24, ""2024-09"": 961.54, ""2024-10"": 972.9, ""2024-11"": 987.71, ""2024-12"": 965.42, ""2025-01"": 950.52, ""2025-02"": 928.65, ""2025-03"": 904.38, ""2025-04"": 924.69, ""2025-05"": 909.48, ""2021-10-raw"": 640.55, ""2017Q1"": 228.86, ""2017Q2"": 422.86, ""2017Q3"": 469.41, ""2017Q4"": 626.95, ""2018Q1"": 725.62, ""2018Q2"": 1039.48, ""2018Q3"": 1154.17, ""2018Q4"": 1321.22, ""2019Q1"": 1350.09, ""2019Q2"": 1552.38, ""2019Q3"": 1772.22, ""2019Q4"": 1981.36, ""2020Q1"": 1927.07, ""2020Q2"": 2196.48, ""2020Q3"": 2289.54, ""2020Q4"": 2361.48, ""2021Q1"": 2278.89, ""2021Q2"": 2393.35, ""2021Q3"": 2404.7, ""2021Q4"": 2013.52, ""2022Q1"": 2025.57, ""2022Q2"": 2049.11, ""2022Q3"": 2122.93, ""2022Q4"": 2219.08, ""2023Q1"": 2379.36, ""2023Q2"": 2601.29, ""2023Q3"": 2647.59, ""2023Q4"": 2660.02, ""2024Q1"": 2667.87, ""2024Q2"": 2808.79, ""2024Q3"": 2900.35, ""2024Q4"": 2926.03, ""2025Q1"": 2783.55, ""2025Q2"": 1834.17}",2025-06-17T06:58:40Z,Framework,1,Adopt,90839,New,"autograd, deep-learning, gpu, machine-learning, neural-network, numpy, python, tensor",https://github.com/pytorch/pytorch
0,0,2023-02-09T11:23:20Z,"<a href=""https://github.com/vllm-project/vllm"">vllm-project/vllm</a>: A high-throughput and memory-efficient inference and serving engine for LLMs",8046,[],FALSE,FALSE,,,Apache License 2.0,vllm-project/vllm,859,0,0,1432.26,"{""2023"": 893.65, ""2024"": 4611, ""2025"": 3170.91, ""2023-06"": 35.47, ""2023-07"": 90.15, ""2023-08"": 112.68, ""2023-09"": 138.09, ""2023-10"": 146.06, ""2023-11"": 171.71, ""2023-12"": 199.48, ""2024-01"": 218.58, ""2024-02"": 228.27, ""2024-03"": 265.51, ""2024-04"": 315.98, ""2024-05"": 320.75, ""2024-06"": 356.07, ""2024-07"": 425.12, ""2024-08"": 471.3, ""2024-09"": 492.21, ""2024-10"": 515.24, ""2024-11"": 494.4, ""2024-12"": 507.59, ""2025-01"": 489.91, ""2025-02"": 581.19, ""2025-03"": 667.56, ""2025-04"": 723.17, ""2025-05"": 709.09, ""2023Q2"": 35.47, ""2023Q3"": 340.93, ""2023Q4"": 517.25, ""2024Q1"": 712.35, ""2024Q2"": 992.79, ""2024Q3"": 1388.63, ""2024Q4"": 1517.22, ""2025Q1"": 1738.66, ""2025Q2"": 1432.25}",2025-06-17T07:05:21Z,Framework,2,Adopt,49834,New,"amd, cuda, deepseek, gpt, hpu, inference, inferentia, llama, llm, llm-serving, llmops, mlops, model-serving, pytorch, qwen, rocm, tpu, trainium, transformer, xpu",https://github.com/vllm-project/vllm
0,0,2024-01-08T04:15:52Z,"<a href=""https://github.com/sgl-project/sglang"">sgl-project/sglang</a>: SGLang is a fast serving framework for large language models and vision language models.",2051,[],FALSE,FALSE,,,Apache License 2.0,sgl-project/sglang,526,0,0,703.28,"{""2024"": 796.97, ""2025"": 1442.08, ""2024-01"": 27.49, ""2024-02"": 36.92, ""2024-03"": 41.71, ""2024-04"": 35.37, ""2024-05"": 32.04, ""2024-06"": 35.64, ""2024-07"": 54.78, ""2024-08"": 83.94, ""2024-09"": 96.65, ""2024-10"": 104.62, ""2024-11"": 116.23, ""2024-12"": 131.6, ""2025-01"": 179.86, ""2025-02"": 256.85, ""2025-03"": 302.09, ""2025-04"": 337.89, ""2025-05"": 365.39, ""2024Q1"": 106.11, ""2024Q2"": 103.05, ""2024Q3"": 235.37, ""2024Q4"": 352.45, ""2025Q1"": 738.8, ""2025Q2"": 703.28}",2025-06-17T06:44:08Z,Framework,3,Trial,15194,New,"blackwell, cuda, deepseek, deepseek-llm, deepseek-r1, deepseek-r1-zero, deepseek-v3, inference, llama, llama3, llama3-1, llama4, llava, llm, llm-serving, moe, pytorch, qwen3, transformer, vlm",https://github.com/sgl-project/sglang
0,0,2023-03-10T18:58:00Z,"<a href=""https://github.com/ggml-org/llama.cpp"">ggml-org/llama.cpp</a>: LLM inference in C/C++",12110,[],FALSE,FALSE,,,MIT License,ggml-org/llama.cpp,829,0,0,499.8,"{""2023"": 1894.44, ""2024"": 3110.07, ""2025"": 1193.14, ""2023-03"": 131.8, ""2023-04"": 169.51, ""2023-05"": 164.42, ""2023-06"": 188.74, ""2023-07"": 188.37, ""2023-08"": 206.67, ""2023-09"": 214.62, ""2023-10"": 206.82, ""2023-11"": 201.85, ""2023-12"": 221.64, ""2024-01"": 233.84, ""2024-02"": 252.96, ""2024-03"": 260.4, ""2024-04"": 314.92, ""2024-05"": 309.55, ""2024-06"": 293.13, ""2024-07"": 293.9, ""2024-08"": 248.07, ""2024-09"": 241.68, ""2024-10"": 208.94, ""2024-11"": 219.46, ""2024-12"": 233.22, ""2025-01"": 232.65, ""2025-02"": 235.65, ""2025-03"": 225.05, ""2025-04"": 235.7, ""2025-05"": 264.1, ""2023Q1"": 131.8, ""2023Q2"": 522.67, ""2023Q3"": 609.67, ""2023Q4"": 630.3, ""2024Q1"": 747.21, ""2024Q2"": 917.6, ""2024Q3"": 783.65, ""2024Q4"": 661.62, ""2025Q1"": 693.34, ""2025Q2"": 499.8}",2025-06-17T06:32:29Z,Framework,4,Trial,81845,New,"ggml, llama",https://github.com/ggml-org/llama.cpp
0,0,2019-08-05T20:16:42Z,"<a href=""https://github.com/NVIDIA/NeMo"">NVIDIA/NeMo</a>: A scalable generative AI framework built for researchers and developers working on Large Language Models, Multimodal, and Speech AI (Automatic Speech Recognition and Text-to-Speech)",2935,[],FALSE,TRUE,,,Apache License 2.0,NVIDIA/NeMo,2142,0,0,434.27,"{""2019"": 79.9, ""2020"": 666.34, ""2021"": 996.46, ""2022"": 1418.48, ""2023"": 1540.16, ""2024"": 1962.04, ""2025"": 995.12, ""2019-09"": 7.22, ""2019-10"": 14.69, ""2019-11"": 22.65, ""2019-12"": 35.34, ""2020-01"": 33.06, ""2020-02"": 37.23, ""2020-03"": 39.46, ""2020-04"": 42.46, ""2020-05"": 47.3, ""2020-06"": 53.58, ""2020-07"": 60.4, ""2020-08"": 61.72, ""2020-09"": 69.06, ""2020-10"": 73.89, ""2020-11"": 75.12, ""2020-12"": 73.06, ""2021-01"": 74.95, ""2021-02"": 76.66, ""2021-03"": 80.22, ""2021-04"": 77.21, ""2021-05"": 79.89, ""2021-06"": 86.05, ""2021-07"": 91.31, ""2021-08"": 91.84, ""2021-09"": 91.07, ""2021-10"": 89, ""2021-11"": 84.12, ""2021-12"": 92.11, ""2022-01"": 97.97, ""2022-02"": 97.07, ""2022-03"": 96.38, ""2022-04"": 105.36, ""2022-05"": 113.67, ""2022-06"": 115.68, ""2022-07"": 123.55, ""2022-08"": 133.85, ""2022-09"": 126.65, ""2022-10"": 130.71, ""2022-11"": 138.91, ""2022-12"": 138.68, ""2023-01"": 127.57, ""2023-02"": 123.87, ""2023-03"": 134.62, ""2023-04"": 130.01, ""2023-05"": 130.66, ""2023-06"": 128.27, ""2023-07"": 127.34, ""2023-08"": 129.4, ""2023-09"": 132.4, ""2023-10"": 137.57, ""2023-11"": 125.65, ""2023-12"": 112.8, ""2024-01"": 124.11, ""2024-02"": 131.76, ""2024-03"": 134.04, ""2024-04"": 167.34, ""2024-05"": 152.82, ""2024-06"": 157.36, ""2024-07"": 170.86, ""2024-08"": 187.45, ""2024-09"": 188.3, ""2024-10"": 187.84, ""2024-11"": 180.31, ""2024-12"": 179.85, ""2025-01"": 184.26, ""2025-02"": 185.62, ""2025-03"": 190.97, ""2025-04"": 211.58, ""2025-05"": 222.69, ""2021-10-raw"": 71.04, ""2019Q3"": 7.22, ""2019Q4"": 72.68, ""2020Q1"": 109.75, ""2020Q2"": 143.33, ""2020Q3"": 191.19, ""2020Q4"": 222.07, ""2021Q1"": 231.82, ""2021Q2"": 243.15, ""2021Q3"": 274.22, ""2021Q4"": 247.27, ""2022Q1"": 291.42, ""2022Q2"": 334.72, ""2022Q3"": 384.05, ""2022Q4"": 408.3, ""2023Q1"": 386.06, ""2023Q2"": 388.94, ""2023Q3"": 389.15, ""2023Q4"": 376.01, ""2024Q1"": 389.91, ""2024Q2"": 477.52, ""2024Q3"": 546.61, ""2024Q4"": 548.01, ""2025Q1"": 560.85, ""2025Q2"": 434.27}",2025-06-17T04:49:39Z,Framework,5,Trial,14822,New,"asr, deeplearning, generative-ai, large-language-models, machine-translation, multimodal, neural-networks, speaker-diariazation, speaker-recognition, speech-synthesis, speech-translation, tts",https://github.com/NVIDIA/NeMo
0,0,2016-08-15T06:59:08Z,"<a href=""https://github.com/PaddlePaddle/Paddle"">PaddlePaddle/Paddle</a>: PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice （『飞桨』核心框架，深度学习&机器学习高性能单机、分布式训练和跨平台部署）",5746,[],FALSE,FALSE,,,Apache License 2.0,PaddlePaddle/Paddle,3228,0,0,403.79,"{""2016"": 189.11, ""2017"": 1127.02, ""2018"": 1970.93, ""2019"": 2401.49, ""2020"": 2808.09, ""2021"": 3277.81, ""2022"": 4330.24, ""2023"": 4843.93, ""2024"": 4001.71, ""2025"": 1069.62, ""2016-08"": 5.07, ""2016-09"": 22.83, ""2016-10"": 31.93, ""2016-11"": 59.01, ""2016-12"": 70.27, ""2017-01"": 67.39, ""2017-02"": 80.93, ""2017-03"": 67.01, ""2017-04"": 66.01, ""2017-05"": 68.4, ""2017-06"": 78.6, ""2017-07"": 92.55, ""2017-08"": 101.15, ""2017-09"": 107.98, ""2017-10"": 117.99, ""2017-11"": 128.51, ""2017-12"": 150.51, ""2018-01"": 161.25, ""2018-02"": 153.61, ""2018-03"": 169.64, ""2018-04"": 173.24, ""2018-05"": 192.43, ""2018-06"": 172.74, ""2018-07"": 159.28, ""2018-08"": 159.04, ""2018-09"": 156.15, ""2018-10"": 145.15, ""2018-11"": 159.99, ""2018-12"": 168.41, ""2019-01"": 176.1, ""2019-02"": 174.5, ""2019-03"": 178.24, ""2019-04"": 177.6, ""2019-05"": 200.75, ""2019-06"": 198.27, ""2019-07"": 206.02, ""2019-08"": 230.97, ""2019-09"": 191.01, ""2019-10"": 222.65, ""2019-11"": 226.09, ""2019-12"": 219.29, ""2020-01"": 202.72, ""2020-02"": 176.18, ""2020-03"": 206.19, ""2020-04"": 250.08, ""2020-05"": 202.5, ""2020-06"": 194.68, ""2020-07"": 227.62, ""2020-08"": 292.45, ""2020-09"": 266.69, ""2020-10"": 264.69, ""2020-11"": 272.51, ""2020-12"": 251.79, ""2021-01"": 251.1, ""2021-02"": 231.16, ""2021-03"": 263.39, ""2021-04"": 282.84, ""2021-05"": 252.98, ""2021-06"": 275.82, ""2021-07"": 280.7, ""2021-08"": 335.43, ""2021-09"": 338.09, ""2021-10"": 307, ""2021-11"": 264.86, ""2021-12"": 304.13, ""2022-01"": 334.9, ""2022-02"": 339.52, ""2022-03"": 367.27, ""2022-04"": 383.56, ""2022-05"": 348.91, ""2022-06"": 367.35, ""2022-07"": 364.71, ""2022-08"": 359.47, ""2022-09"": 354.81, ""2022-10"": 362.68, ""2022-11"": 367.09, ""2022-12"": 379.98, ""2023-01"": 379.6, ""2023-02"": 415.65, ""2023-03"": 458.76, ""2023-04"": 447, ""2023-05"": 415.01, ""2023-06"": 388.1, ""2023-07"": 388.57, ""2023-08"": 397.52, ""2023-09"": 408.89, ""2023-10"": 373.46, ""2023-11"": 383.23, ""2023-12"": 388.13, ""2024-01"": 386.64, ""2024-02"": 368.42, ""2024-03"": 361.79, ""2024-04"": 356.46, ""2024-05"": 345.8, ""2024-06"": 343.99, ""2024-07"": 338.27, ""2024-08"": 332.19, ""2024-09"": 312.94, ""2024-10"": 283.46, ""2024-11"": 285.42, ""2024-12"": 286.32, ""2025-01"": 241.92, ""2025-02"": 215.37, ""2025-03"": 208.53, ""2025-04"": 204.6, ""2025-05"": 199.19, ""2021-10-raw"": 197.3, ""2016Q3"": 27.9, ""2016Q4"": 161.21, ""2017Q1"": 215.33, ""2017Q2"": 213.01, ""2017Q3"": 301.68, ""2017Q4"": 397.01, ""2018Q1"": 484.51, ""2018Q2"": 538.41, ""2018Q3"": 474.47, ""2018Q4"": 473.54, ""2019Q1"": 528.84, ""2019Q2"": 576.62, ""2019Q3"": 628, ""2019Q4"": 668.04, ""2020Q1"": 585.09, ""2020Q2"": 647.26, ""2020Q3"": 786.76, ""2020Q4"": 788.99, ""2021Q1"": 745.65, ""2021Q2"": 811.65, ""2021Q3"": 954.22, ""2021Q4"": 766.29, ""2022Q1"": 1041.7, ""2022Q2"": 1099.81, ""2022Q3"": 1078.99, ""2022Q4"": 1109.75, ""2023Q1"": 1254.02, ""2023Q2"": 1250.11, ""2023Q3"": 1194.98, ""2023Q4"": 1144.82, ""2024Q1"": 1116.86, ""2024Q2"": 1046.25, ""2024Q3"": 983.4, ""2024Q4"": 855.2, ""2025Q1"": 665.83, ""2025Q2"": 403.79}",2025-06-17T06:56:45Z,Framework,6,Trial,22868,New,"deep-learning, distributed-training, efficiency, machine-learning, neural-network, paddlepaddle, python, scalability",https://github.com/PaddlePaddle/Paddle
0,0,2018-11-10T02:22:53Z,"<a href=""https://github.com/microsoft/onnxruntime"">microsoft/onnxruntime</a>: ONNX Runtime: cross-platform, high performance ML inferencing and training accelerator",3273,[],FALSE,FALSE,,,MIT License,microsoft/onnxruntime,2411,0,0,389.59,"{""2018"": 33.97, ""2019"": 1297.13, ""2020"": 2261.28, ""2021"": 2641.78, ""2022"": 2551.46, ""2023"": 2859.11, ""2024"": 2758.39, ""2025"": 987.85, ""2018-12"": 33.97, ""2019-01"": 48.51, ""2019-02"": 56.89, ""2019-03"": 77.82, ""2019-04"": 85.36, ""2019-05"": 98.33, ""2019-06"": 112.43, ""2019-07"": 120.04, ""2019-08"": 126.12, ""2019-09"": 129.23, ""2019-10"": 144.34, ""2019-11"": 146.02, ""2019-12"": 152.04, ""2020-01"": 130.4, ""2020-02"": 115.69, ""2020-03"": 149.37, ""2020-04"": 170.92, ""2020-05"": 186.13, ""2020-06"": 189.58, ""2020-07"": 205.34, ""2020-08"": 214.03, ""2020-09"": 219.86, ""2020-10"": 220.65, ""2020-11"": 227.22, ""2020-12"": 232.11, ""2021-01"": 220.67, ""2021-02"": 221.6, ""2021-03"": 221.87, ""2021-04"": 231.41, ""2021-05"": 227.57, ""2021-06"": 227.03, ""2021-07"": 227.39, ""2021-08"": 232.99, ""2021-09"": 221.99, ""2021-10"": 216, ""2021-11"": 202.46, ""2021-12"": 214.01, ""2022-01"": 211.36, ""2022-02"": 206.07, ""2022-03"": 219.61, ""2022-04"": 217.63, ""2022-05"": 199.36, ""2022-06"": 209.01, ""2022-07"": 211.93, ""2022-08"": 216.76, ""2022-09"": 219.63, ""2022-10"": 219.02, ""2022-11"": 213.43, ""2022-12"": 207.64, ""2023-01"": 220.03, ""2023-02"": 217.09, ""2023-03"": 225.92, ""2023-04"": 235.17, ""2023-05"": 222.59, ""2023-06"": 242.63, ""2023-07"": 233.82, ""2023-08"": 236.25, ""2023-09"": 246.38, ""2023-10"": 261.43, ""2023-11"": 270.02, ""2023-12"": 247.79, ""2024-01"": 242.92, ""2024-02"": 226.1, ""2024-03"": 230.54, ""2024-04"": 231.87, ""2024-05"": 219.15, ""2024-06"": 221.45, ""2024-07"": 233.01, ""2024-08"": 238.87, ""2024-09"": 230.46, ""2024-10"": 237.31, ""2024-11"": 235.29, ""2024-12"": 211.41, ""2025-01"": 204.29, ""2025-02"": 196.55, ""2025-03"": 197.41, ""2025-04"": 204.91, ""2025-05"": 184.68, ""2021-10-raw"": 192.78, ""2018Q4"": 33.97, ""2019Q1"": 183.22, ""2019Q2"": 296.12, ""2019Q3"": 375.38, ""2019Q4"": 442.41, ""2020Q1"": 395.46, ""2020Q2"": 546.63, ""2020Q3"": 639.22, ""2020Q4"": 679.98, ""2021Q1"": 664.14, ""2021Q2"": 686.02, ""2021Q3"": 682.37, ""2021Q4"": 609.25, ""2022Q1"": 637.04, ""2022Q2"": 626.01, ""2022Q3"": 648.32, ""2022Q4"": 640.09, ""2023Q1"": 663.03, ""2023Q2"": 700.39, ""2023Q3"": 716.45, ""2023Q4"": 779.24, ""2024Q1"": 699.56, ""2024Q2"": 672.47, ""2024Q3"": 702.35, ""2024Q4"": 684.02, ""2025Q1"": 598.26, ""2025Q2"": 389.59}",2025-06-17T06:31:05Z,Framework,7,Assess,16931,New,"ai-framework, deep-learning, hardware-acceleration, machine-learning, neural-networks, onnx, pytorch, scikit-learn, tensorflow",https://github.com/microsoft/onnxruntime
0,0,2023-08-16T17:14:27Z,"<a href=""https://github.com/NVIDIA/TensorRT-LLM"">NVIDIA/TensorRT-LLM</a>: TensorRT-LLM provides users with an easy-to-use Python API to define Large Language Models (LLMs) and support state-of-the-art optimizations to perform inference efficiently on NVIDIA GPUs. TensorRT-LLM also contains components to create Python and C++ runtimes that orchestrate the inference execution in performant way.",1500,[],FALSE,TRUE,,,Apache License 2.0,NVIDIA/TensorRT-LLM,670,0,0,373.22,"{""2023"": 260.19, ""2024"": 1139.93, ""2025"": 594.86, ""2023-10"": 50.19, ""2023-11"": 100.54, ""2023-12"": 109.47, ""2024-01"": 122.69, ""2024-02"": 114.84, ""2024-03"": 107.93, ""2024-04"": 97.77, ""2024-05"": 106.15, ""2024-06"": 100.28, ""2024-07"": 101.75, ""2024-08"": 83.66, ""2024-09"": 74.92, ""2024-10"": 70.46, ""2024-11"": 80.67, ""2024-12"": 78.8, ""2025-01"": 69.43, ""2025-02"": 59.81, ""2025-03"": 92.39, ""2025-04"": 162.09, ""2025-05"": 211.13, ""2023Q4"": 260.19, ""2024Q1"": 345.47, ""2024Q2"": 304.2, ""2024Q3"": 260.33, ""2024Q4"": 229.93, ""2025Q1"": 221.64, ""2025Q2"": 373.22}",2025-06-17T06:47:03Z,Framework,8,Assess,10756,New,No Topics,https://github.com/NVIDIA/TensorRT-LLM
0,0,2022-05-30T16:04:02Z,"<a href=""https://github.com/huggingface/diffusers"">huggingface/diffusers</a>: 🤗 Diffusers: State-of-the-art diffusion models for image, video, and audio generation in PyTorch and FLAX.",6030,[],FALSE,FALSE,,,Apache License 2.0,huggingface/diffusers,1113,0,0,256.32,"{""2022"": 599.91, ""2023"": 2400.8, ""2024"": 2225.53, ""2025"": 684.11, ""2022-06"": 12.87, ""2022-07"": 22.8, ""2022-08"": 40.55, ""2022-09"": 85.24, ""2022-10"": 118.3, ""2022-11"": 152.51, ""2022-12"": 167.64, ""2023-01"": 168.66, ""2023-02"": 169.42, ""2023-03"": 183.18, ""2023-04"": 180.35, ""2023-05"": 182.12, ""2023-06"": 178.44, ""2023-07"": 216.77, ""2023-08"": 232.84, ""2023-09"": 222.06, ""2023-10"": 211.57, ""2023-11"": 227.71, ""2023-12"": 227.67, ""2024-01"": 231.5, ""2024-02"": 210.33, ""2024-03"": 204.78, ""2024-04"": 184.57, ""2024-05"": 179.52, ""2024-06"": 179.53, ""2024-07"": 174.57, ""2024-08"": 170.11, ""2024-09"": 162.4, ""2024-10"": 169.51, ""2024-11"": 178.18, ""2024-12"": 180.53, ""2025-01"": 160.31, ""2025-02"": 145.29, ""2025-03"": 122.19, ""2025-04"": 135.69, ""2025-05"": 120.63, ""2022Q2"": 12.87, ""2022Q3"": 148.59, ""2022Q4"": 438.46, ""2023Q1"": 521.25, ""2023Q2"": 540.91, ""2023Q3"": 671.68, ""2023Q4"": 666.96, ""2024Q1"": 646.61, ""2024Q2"": 543.62, ""2024Q3"": 507.09, ""2024Q4"": 528.22, ""2025Q1"": 427.79, ""2025Q2"": 256.32}",2025-06-17T06:11:18Z,Framework,9,Assess,29379,New,"deep-learning, diffusion, flax, flux, hacktoberfest, image-generation, image2image, image2video, jax, latent-diffusion-models, pytorch, score-based-generative-modeling, stable-diffusion, stable-diffusion-diffusers, text2image, text2video, video2video",https://github.com/huggingface/diffusers
0,0,2023-06-14T07:05:04Z,"<a href=""https://github.com/xorbitsai/inference"">xorbitsai/inference</a>: Replace OpenAI GPT with another LLM in your app by changing a single line of code. Xinference gives you the freedom to use any LLM you need. With Xinference, you're empowered to run inference with any open-source language models, speech recognition models, and multimodal models, whether in the cloud, on-premises, or even on your laptop.",692,[],FALSE,FALSE,,,Apache License 2.0,xorbitsai/inference,734,0,0,145.99,"{""2023"": 133.13, ""2024"": 756.41, ""2025"": 330.09, ""2023-07"": 10.9, ""2023-08"": 17.79, ""2023-09"": 18.75, ""2023-10"": 23.23, ""2023-11"": 28.2, ""2023-12"": 34.26, ""2024-01"": 33.5, ""2024-02"": 41.01, ""2024-03"": 51.91, ""2024-04"": 62.12, ""2024-05"": 61.89, ""2024-06"": 65.17, ""2024-07"": 74.47, ""2024-08"": 82.88, ""2024-09"": 87.6, ""2024-10"": 71.67, ""2024-11"": 62.13, ""2024-12"": 62.05, ""2025-01"": 52.61, ""2025-02"": 63.61, ""2025-03"": 67.88, ""2025-04"": 69.7, ""2025-05"": 76.29, ""2023Q3"": 47.44, ""2023Q4"": 85.69, ""2024Q1"": 126.41, ""2024Q2"": 189.18, ""2024Q3"": 244.96, ""2024Q4"": 195.85, ""2025Q1"": 184.1, ""2025Q2"": 145.99}",2025-06-15T15:33:58Z,Framework,10,Assess,8044,New,"artificial-intelligence, chatglm, deployment, flan-t5, gemma, ggml, glm4, inference, llama, llama3, llamacpp, llm, machine-learning, mistral, openai-api, pytorch, qwen, vllm, whisper, wizardlm",https://github.com/xorbitsai/inference
0,0,2022-09-20T15:20:26Z,"<a href=""https://github.com/NVIDIA/TransformerEngine"">NVIDIA/TransformerEngine</a>: A library for accelerating Transformer models on NVIDIA GPUs, including using 8-bit floating point (FP8) precision on Hopper, Ada and Blackwell GPUs, to provide better performance with lower memory utilization in both training and inference.",431,[],FALSE,TRUE,,,Apache License 2.0,NVIDIA/TransformerEngine,1000,0,0,115.74,"{""2022"": 11.67, ""2023"": 323.89, ""2024"": 534.66, ""2025"": 255.9, ""2022-10"": 2.42, ""2022-11"": 4.2, ""2022-12"": 5.05, ""2023-01"": 8.52, ""2023-02"": 10.7, ""2023-03"": 19.71, ""2023-04"": 23.59, ""2023-05"": 30.59, ""2023-06"": 33.55, ""2023-07"": 28.04, ""2023-08"": 36.23, ""2023-09"": 32.79, ""2023-10"": 31.85, ""2023-11"": 34.14, ""2023-12"": 34.17, ""2024-01"": 36.74, ""2024-02"": 34.04, ""2024-03"": 36.54, ""2024-04"": 42.59, ""2024-05"": 36.34, ""2024-06"": 47.17, ""2024-07"": 50.68, ""2024-08"": 53.55, ""2024-09"": 51.14, ""2024-10"": 52.26, ""2024-11"": 49.47, ""2024-12"": 44.14, ""2025-01"": 43.21, ""2025-02"": 42.4, ""2025-03"": 54.55, ""2025-04"": 58.05, ""2025-05"": 57.69, ""2022Q4"": 11.67, ""2023Q1"": 38.93, ""2023Q2"": 87.74, ""2023Q3"": 97.06, ""2023Q4"": 100.16, ""2024Q1"": 107.32, ""2024Q2"": 126.1, ""2024Q3"": 155.36, ""2024Q4"": 145.87, ""2025Q1"": 140.16, ""2025Q2"": 115.73}",2025-06-16T17:21:29Z,Framework,11,Assess,2483,New,"cuda, deep-learning, fp8, gpu, jax, machine-learning, python, pytorch",https://github.com/NVIDIA/TransformerEngine
