name,ring,quadrant,isNew,status,description,owner,contributors,commits,stars,forks,open_rank,license
NeMo Guardrails,Trial,Tools,FALSE,moved in,"<p><strong><a href=""https://github.com/NVIDIA/NeMo-Guardrails"">NeMo Guardrails</a></strong> is an easy-to-use open-source toolkit from NVIDIA that empowers developers to implement guardrails for LLMs used in conversational applications. Since we last mentioned it in the Radar, NeMo has seen significant adoption across our teams and continues to improve. Many of the latest enhancements to NeMo Guardrails focus on expanding integrations and strengthening security, data and control, aligning with the projectâ€™s core goal.</p>

<p>A major update to NeMoâ€™s <a href=""https://docs.nvidia.com/nemo/guardrails/latest/index.html"">documentation</a> has improved usability and new integrations have been added, including <a href=""https://www.autoalign.ai/"">AutoAlign</a> and <a href=""https://www.patronus.ai/blog/lynx-state-of-the-art-open-source-hallucination-detection-model"">Patronus Lynx</a>, along with support for Colang 2.0. Key upgrades include enhancements to <a href=""https://github.com/NVIDIA/NeMo-Guardrails/releases/tag/v0.11.1"">content safety and security</a> as well as a recent release that supports streaming LLM content through output rails for improved performance. We've also seen added support for <a href=""https://docs.nvidia.com/nemo/guardrails/latest/user-guides/community/prompt-security.html"">Prompt Security</a>. Additionally, Nvidia <a href=""https://blogs.nvidia.com/blog/nemo-guardrails-nim-microservices/"">released</a> three new microservices: <a href=""https://build.nvidia.com/nvidia/llama-3_1-nemoguard-8b-content-safety"">content safety NIM microservice</a>, <a href=""https://build.nvidia.com/nvidia/llama-3_1-nemoguard-8b-topic-control"">topic control NIM microservice</a> and <a href=""https://build.nvidia.com/nvidia/nemoguard-jailbreak-detect"">jailbreak detection</a>, all of which have been integrated with NeMo Guardrails.</p>

<p>Based on its growing feature set and increased usage in production, weâ€™re moving NeMo Guardrails to Trial. We recommend reviewing the latest <a href=""https://github.com/NVIDIA/NeMo-Guardrails/releases"">release notes</a> for a complete overview of the changes since our last blip.</p>",,,,,,,
Nyx,Trial,Tools,TRUE,new,"<p><strong><a href=""https://github.com/mooltiverse/nyx"">Nyx</a></strong> is a versatile semantic release tool that supports a wide range of software engineering projects. Itâ€™s language-agnostic and works with all major CI and SCM platforms, making it highly adaptable. While many teams use semantic versioning in <a href=""https://www.thoughtworks.com/en-us/insights/blog/enabling-trunk-based-development-deployment-pipelines"">trunk-based development</a>, Nyx also supports workflows like <a href=""/radar/techniques/gitflow"">Gitflow</a>, OneFlow and GitHub Flow. One key advantage of Nyx in production is its automatic changelog generation, with built-in support for <a href=""https://www.conventionalcommits.org/en/v1.0.0/"">Conventional Commits</a>.</p>

<p>As noted in previous Radar editions, we caution against development patterns that rely on <a href=""/radar/techniques/long-lived-branches-with-gitflow"">long-lived branches</a> (e.g., <a href=""/radar/techniques/gitflow"">Gitflow</a>, <a href=""/radar/techniques/gitops"">GitOps</a>), as they introduce challenges that even powerful tools like Nyx cannot mitigate. We highly recommend trying Nyx in CI/CD workflows, especially for trunk-based development, where weâ€™ve seen repeated success.</p>",,,,,,,
OpenRewrite,Trial,Tools,FALSE,moved in,"<p><strong><a href=""https://github.com/openrewrite/rewrite"">OpenRewrite</a></strong> continues to serve us well as a tool for large-scale refactorings that follow a set of rules such as moving to a new API version of a widely used library or applying updates to many services that were created from the same template. Support for languages beyond Java, notably JavaScript, has been introduced. With short LTS release cycles in frameworks like Angular, keeping projects updated to newer versions has become increasingly important. OpenRewrite supports this process effectively. Using an AI coding assistant is an alternative, but for rule-based changes, itâ€™s usually slower, more expensive and less reliable. We like that OpenRewrite comes bundled with a catalog of recipes (rules), which describe the changes to be made. The refactoring engine, bundled recipes and build tool plugins are open-source software, which makes it easier for teams to reach for OpenRewrite when they need it.</p>",,,,,,,
Plerion,Trial,Tools,TRUE,new,"<p><strong><a href=""https://www.plerion.com/"">Plerion</a></strong> is an AWS-focused cloud security platform that integrates with hosting providers to uncover risks, misconfigurations and vulnerabilities across your cloud infrastructure, servers and applications. Similar to <a href=""/radar/tools/wiz"">Wiz</a>, Plerion uses risk-based prioritization for detected issues, promising to let you ""focus on the 1% that matters."" Our teams report positive experiences with Plerion, noting it has provided our clients with significant insights and reinforced the importance of proactive security monitoring for their organizations.</p>",,,,,,,
Software engineering agents,Trial,Tools,FALSE,moved in,"<p>Since we last wrote about <strong>software engineering agents</strong> six months ago, the industry still lacks a shared definition of the term ""agent."" However, a major development has emerged â€?not in fully autonomous coding agents (which remain unconvincing) but in supervised agentic modes within the IDE. These modes allow developers to drive implementation via chat, with tools not only modifying code in multiple files but also executing commands, running tests and responding to IDE feedback like linting or compile errors.</p>

<p>This approach, sometimes called chat-oriented programming (CHOP) or prompt-to-code, keeps developers in control while shifting more responsibility to AI than traditional coding assistants like auto-suggestions. Leading tools in this space include <a href=""/radar/tools/cursor"">Cursor</a>, <a href=""/radar/tools/cline"">Cline</a> and <a href=""/radar/tools/windsurf"">Windsurf</a>, with <a href=""/radar/tools/github-copilot"">GitHub Copilot</a> slightly behind but catching up. The usefulness of these agentic modes depends on both the model used (with <a href=""/radar/tools/claude-sonnet"">Claude's Sonnet series</a> the current state of the art) and how well the tool integrates with the IDE to provide a good developer experience.</p>

<p>We've found these workflows intriguing and promising, with a notable increase in coding speed. However, keeping problem scopes small helps developers better review AI-generated changes. This works best with low-abstraction prompts and <a href=""/radar/techniques/ai-friendly-code-design"">AI-friendly codebases</a> that are well-structured and properly tested. As these modes improve, theyâ€™ll also heighten the risk of <a href=""/radar/techniques/complacency-with-ai-generated-code"">complacency with AI-generated code</a>. To mitigate this, employ pair programming and other disciplined review practices, especially for production code.</p>",,,,,,,
Tuple,Trial,Tools,FALSE,no change,"<p><strong><a href=""https://tuple.app/"">Tuple</a></strong>, a tool optimized for remote pair programming, was originally designed to fill the gap left by Slackâ€™s Screenhero. Since we last mentioned it in the Radar, it has seen wider adoption, addressed previous quirks and constraints and now supports Windows. A key improvement is enhanced desktop sharing with a built-in privacy feature, allowing users to hide private app windows (such as text messages) while sharing tools like the browser window. Previously, UI limitations made Tuple feel like a pair programming tool rather than a general collaboration tool. With these updates, users can now collaborate on content beyond the IDE.</p>

<p>However, itâ€™s important to note that the remote pair has access to the entire desktop. If not configured properly, this could be a security concern, especially if the pair is not trustworthy. We strongly recommend educating teams on Tupleâ€™s privacy settings, best practices and etiquette before use.</p>

<p>We encourage teams to try the latest version of Tuple in your development workflow. It aligns with our <a href=""/radar/techniques/pragmatic-remote-pairing"">pragmatic remote pairing</a> recommendation, offering low-latency pairing, an intuitive UX and significant usability improvements.</p>",,,,,,,
Turborepo,Trial,Tools,FALSE,moved in,"<p><strong><a href=""https://turbo.build/repo"">Turborepo</a></strong> helps manage large JavaScript or TypeScript monorepos by analyzing, caching, parallelizing and optimizing build tasks to speed up the process. In large monorepos, projects often depend on each other; rebuilding all dependencies for every change is inefficient and time-consuming, but Turborepo makes this easier. Unlike <a href=""/radar/tools/nx"">Nx</a>, Turborepo's default setup uses multiple package.json files â€?one per project â€?which allows having dependencies with different versions (multiple versions of React, for example) in a single monorepo, which Nx discourages. While this might be considered an anti-pattern, it does address certain use cases, like migrating from multi- to monorepo, where teams may temporarily require multiple versions of dependencies. In our experience, TurboRepo is quite simple to set up and performs well.</p>",,,,,,,
AnythingLLM,Assess,Tools,TRUE,new,"<p><strong><a href=""https://github.com/Mintplex-Labs/anything-llm"">AnythingLLM</a></strong> is an open-source desktop application to chat with large documents or pieces of content, backed by out-of-the-box integration with LLMs and vector databases. It has a pluggable architecture for embedder models and can be used with most of the commercial LLMs as well as open-weight models that can be managed by <a href=""/radar/tools/ollama"">Ollama</a>. In addition to <a href=""/radar/techniques/retrieval-augmented-generation-rag"">RAG</a>, different skills can be created and organized as agents to perform custom tasks and workflows. It lets users organize the documents and interactions with them in different workspaces and they act as long lived threads with different contexts. Recently, it also became possible to deploy it as a multi-user web application with a simple Docker image. Some of our teams are using it as a local personal assistant and finding it a powerful and useful utility.</p>",,,,,,,
Gemma Scope,Assess,Tools,TRUE,new,"<p>Mechanistic interpretability â€?understanding the inner workings of large language models â€?is becoming an increasingly important field. Tools like <strong><a href=""https://deepmind.google/discover/blog/gemma-scope-helping-the-safety-community-shed-light-on-the-inner-workings-of-language-models/"">Gemma Scope</a></strong> and the open-source library <a href=""https://github.com/google-deepmind/mishax"">Mishax</a> provide insights into the Gemma2 family of open models. Interpretability tools play a crucial role in debugging unexpected behavior, identifying components responsible for hallucinations, biases or other failure cases, and ultimately building trust by offering deeper visibility into models. While this field may be of particular interest to researchers, it's worth noting that with the recent release of <a href=""/radar/platforms/deepseek-r1"">DeepSeek-R1</a>, model training is becoming more feasible for companies beyond the established players. As GenAI continues to evolve, both interpretability and safety will only grow in importance.</p>",,,,,,,
Hurl,Assess,Tools,TRUE,new,"<p><strong><a href=""https://hurl.dev/"">Hurl</a></strong> is a Swiss Army knife for making sequences of HTTP requests, defined in plain text files using Hurl-specific syntax. Beyond sending requests, Hurl can validate responses, ensuring a request returns a specific HTTP status code; assert conditions on response headers or content using XPATH, JSONPath or regular expressions; and extract response data into variables, which can then be used to chain requests.</p>

<p>With its feature set, Hurl is useful for simple API automations but also serves as an automated API testing tool. Its ability to generate detailed test reports in HTML or JSON enhances its utility for testing workflows. While dedicated tools like Bruno and Postman offer GUIs and additional features, we like Hurl for its simplicity. Like <a href=""/radar/tools/bruno"">Bruno</a>, which also uses plain text files, Hurl tests can be stored in the code repository.</p>",,,,,,,
Jujutsu,Assess,Tools,TRUE,new,"<p><a href=""/radar/tools/git"">Git</a> is the dominant distributed version control system (VCS), holding the vast majority of market share. Yet, despite over a decade of dominance, developers still struggle with its complex workflows for branching, merging, rebasing and conflict resolution. This ongoing frustration has fueled a wave of tools designed to ease the pain â€?some offering visualizations to clarify complexity, others providing their own graphical interfaces to abstract it away entirely.</p>

<p><strong><a href=""https://github.com/jj-vcs/jj"">Jujutsu</a></strong> takes this a step further, offering a full-fledged alternative to Git while maintaining compatibility by <a href=""https://jj-vcs.github.io/jj/latest/git-compatibility/"">using Git repositories as a storage backend</a>. This allows developers to utilise existing Git servers and services while benefiting from Jujutsu's streamlined workflows. Positioned as ""both simple and powerful,"" Jujutsu emphasizes ease of use for developers of all experience levels. One standout feature is its <a href=""https://jj-vcs.github.io/jj/latest/conflicts/"">first-class conflict resolution</a>, which has the potential to significantly improve the developer experience.</p>",,,,,,,
kubenetmon,Assess,Tools,TRUE,new,"<p>Monitoring and understanding the network traffic associated with Kubernetes can prove a challenge, particularly when your infrastructure spans multiple zones, regions or clouds. <strong><a href=""https://clickhouse.com/blog/kubenetmon-open-sourced"">kubenetmon</a></strong>, built by <a href=""/radar/tools/clickhouse"">ClickHouse</a> and recently open sourced, hopes to solve this problem by offering detailed Kubernetes data transfer metering across the major cloud providers. If you're running Kubernetes and have been frustrated by opaque data transfer costs on your bill it may be worth exploring kubenetmon.</p>",,,,,,,
Mergiraf,Assess,Tools,TRUE,new,"<p>Resolving merge conflicts is probably one of the least liked activities in software development. And while there are techniques that reduce the complexity of merges â€?for example, practicing continuous integration in the original sense of merging to a shared mainline at least daily â€?we're seeing too much effort spent on merges. <a href=""/radar/techniques/long-lived-branches-with-gitflow"">Long-lived feature branches</a> are one culprit, but AI-assisted coding also has a tendency to increase the size of change sets. Help may come in the form of <strong><a href=""https://mergiraf.org/"">Mergiraf</a></strong>, a new tool that resolves merge conflicts by looking at the syntax tree rather than treating code as lines of text. As a git merge driver, it can be set up so that git subcommands like <code>merge</code> and <code>cherry-pick</code> automatically use Mergiraf instead of the default heuristics.</p>",,,,,,,
ModernBERT,Assess,Tools,TRUE,new,"<p>The successor to <a href=""/radar/techniques/bert"">BERT</a> (Bidirectional Encoder Representations from Transformers), <strong><a href=""https://huggingface.co/blog/modernbert"">ModernBERT</a></strong> is a next-generation family of encoder-only transformer models designed for a wide range of natural language processing (NLP) tasks. As a drop-in replacement, ModernBERT improves both performance and accuracy while addressing some of BERT's limitations â€?notably including support for dramatically longer context lengths thanks to Alternating Attention. Teams with NLP needs should consider ModernBERT before defaulting to a <a href=""/radar/techniques/overenthusiastic-llm-use"">general-purpose generative model</a>.</p>",,,,,,,
OpenRouter,Assess,Tools,TRUE,new,"<p><strong><a href=""https://openrouter.ai/"">OpenRouter</a></strong> is a unified API for accessing multiple large language models. It provides a single integration point for <a href=""https://openrouter.ai/models"">mainstream LLM providers</a>, simplifies experimentation, reduces vendor lock-in, and optimizes costs by routing requests to the most appropriate model. Popular tools like <a href=""/radar/tools/cline"">Cline</a> and <a href=""/radar/platforms/open-webui"">Open WebUI</a> use OpenRouter as their endpoint. During our Radar discussion, we questioned whether most projects truly need to switch between models, given that OpenRouter must add price markup as a profit model on top of this encapsulation layer. However, we also recognize that OpenRouter provides various load-balancing strategies to help optimize costs. One particularly useful feature is its ability to bypass API rate limits. If your application exceeds the rate limit of a single LLM provider, OpenRouter can help you break through this limitation and achieve better throughput.</p>",,,,,,,
Redactive,Assess,Tools,TRUE,new,"<p><strong><a href=""https://www.redactive.ai/"">Redactive</a></strong> is an enterprise AI enablement platform designed to help regulated organizations securely prepare unstructured data for AI applications, such as AI-powered assistants and copilots. It integrates with content platforms like Confluence, creating secure text indices for <a href=""/radar/techniques/retrieval-augmented-generation-rag"">retrieval-augmented generation (RAG)</a> searches. By serving only live data and enforcing real-time user permissions from source systems, Redactive ensures AI models access accurate, authorized information without compromising security. Additionally, it provides engineering teams with tools to build AI use cases safely using any LLM. For organizations exploring AI-driven solutions, Redactive offers a streamlined approach to data preparation and compliance, balancing security and accessibility for teams experimenting with AI capabilities in a controlled environment.</p>",,,,,,,
System Initiative,Assess,Tools,FALSE,no change,"<p>We continue to be excited by <strong><a href=""https://www.systeminit.com/"">System Initiative</a></strong>. This experimental tool represents a radical new direction for DevOps work. We really like the creative thinking that has gone into this tool and hope it will encourage others to break with the status quo of infrastructure-as-code approaches. System Initiative is now out of beta and available free and open source under an Apache 2.0 license. While the toolâ€™s developers use it to manage production infrastructure, it still has a way to go before it can scale to meet the demands of large enterprises. However, we continue to think it's worth checking out to experience a completely different approach to DevOps tooling.</p>",,,,,,,
TabPFN,Assess,Tools,TRUE,new,"<p><strong><a href=""https://github.com/PriorLabs/TabPFN"">TabPFN</a></strong> is a transformer-based model designed for fast and accurate classification on small tabular data sets. It leverages in-context learning (ICL) to make predictions directly from labeled examples without hyperparameter tuning or additional training. Pretrained on millions of synthetic data sets, TabPFN generalizes well across diverse data distributions and handles missing values and outliers effectively. Its strengths include efficient processing of heterogeneous data and robustness to uninformative features.</p>

<p>TabPFN is particularly suitable for small-scale applications where speed and accuracy are crucial. However, it faces scalability challenges with larger data sets and has limitations in handling regression tasks. As a cutting-edge solution, TabPFN is worth evaluating for its potential to outperform traditional models in tabular classification, especially where transformers are less commonly applied.</p>",,,,,,,
v0,Assess,Tools,TRUE,new,"<p><strong><a href=""https://v0.dev/"">v0</a></strong> by Vercel is an AI tool for generating front-end code from a screenshot, Figma design or simple prompt. It supports <a href=""/radar/languages-and-frameworks/react-js"">React</a>, <a href=""/radar/languages-and-frameworks/vue-js"">Vue</a>, <a href=""/radar/languages-and-frameworks/shadcn"">shadcn</a> and <a href=""/radar/languages-and-frameworks/tailwind-css"">Tailwind</a> among other front-end frameworks. Beyond AI-generated code, v0 offers a great user experience, including the ability to preview the generated code and deploy it to Vercel in one step. While building real-world applications involves integrating multiple functionalities beyond a single screen, v0 provides a solid way to prototype and can be used to initialize a starting point for developing complex applications.</p>",,,,,,,
Windsurf,Assess,Tools,TRUE,new,"<p><strong><a href=""https://codeium.com/windsurf"">Windsurf</a></strong> is an AI coding assistant by Codeium that stands out for its agentic capabilities. Similar to <a href=""/radar/tools/cursor"">Cursor</a> and <a href=""/radar/tools/cline"">Cline</a>, it lets developers drive their implementation from an AI chat that navigates and changes code and executes commands. It frequently releases interesting new features and integrations for the agentic mode. Recently, for instance, it released a browser preview that makes it easy for the agent to access DOM elements and the browser console, and a web research capability that lets Windsurf look for documentation and solutions on the internet when appropriate. Windsurf provides access to a range of popular models, and users can activate and reference web search, library documentation and MCP integration as additional context providers.</p>",,,,,,,
YOLO,Assess,Tools,TRUE,new,"<p>The <strong><a href=""https://docs.ultralytics.com/models/yolo11/"">YOLO</a></strong> (You Only Look Once) series, developed by Ultralytics, continues to advance computer vision models. The latest release, YOLO11, delivers significant improvements in both precision and efficiency over previous versions. YOLO11 can perform image classification at <a href=""https://docs.ultralytics.com/models/yolo11/#performance-metrics"">high speed with minimum resources</a>, making it suitable for real-time applications in edge devices. We also found that the ability to use the same framework to do pose estimation, object detection, image segmentation and other tasks is very powerful. This significant development also reminds us that using â€˜traditionalâ€?machine-learning models for specific tasks can be more powerful than general AI models, such as LLMs.</p>",,,,,,,
OpenTelemetry,Adopt,languages-and-frameworks,FALSE,moved in,"<p><strong><a href=""https://opentelemetry.io"">OpenTelemetry</a></strong> is quickly becoming the industry standard for observability. The release of the <a href=""https://opentelemetry.io/docs/specs/otel/protocol/"">OpenTelemetry protocol (OTLP)</a> specification established a standardized way to handle traces, metrics and logs, reducing the need for multiple integrations or major rewrites as monitoring distributed solutions and interoperability requirements grow. As OpenTelemetry expands to support logs and profiling, OTLP ensures a consistent transport format across all telemetry data, simplifying instrumentation and making full-stack observability more accessible and scalable for microservices architectures.</p>

<p>Adopted by vendors like <a href=""https://docs.datadoghq.com/es/opentelemetry/interoperability/otlp_ingest_in_the_agent/?tab=host"">Datadog</a>, <a href=""https://docs.newrelic.com/docs/opentelemetry/get-started/collector-processing/opentelemetry-collector-processing-intro/"">New Relic</a> and <a href=""https://grafana.com/docs/grafana-cloud/send-data/otlp/"">Grafana</a>, OTLP enables organizations to build flexible, vendor-agnostic observability stacks without being locked into proprietary solutions. It supports gzip and zstd compression, reducing telemetry data size and lowering bandwidth usage â€?a key advantage for environments handling high volumes of telemetry data. Designed for long-term growth, OTLP ensures OpenTelemetry remains a robust and future-proof standard, solidifying its position as the de-facto choice for telemetry transport.</p>",,,,,,,
React Hook Form,Adopt,languages-and-frameworks,FALSE,moved in,"<p>We noted <strong><a href=""/radar/languages-and-frameworks/react-hook-form"">React Hook Form</a></strong> as an alternative to Formik. By defaulting to uncontrolled components, it delivers significantly better out-of-the-box performance, especially for large forms. React Hook Form is well-integrated with various schema-based validation libraries, including <a href=""https://github.com/jquense/yup"">Yup</a>, <a href=""https://github.com/colinhacks/zod"">Zod</a> and more. Additionally, React Hook Form offers a lot of flexibility, making it easy to integrate with existing codebases and other libraries. You can use React Hook Form with external controlled components libraries such as <a href=""/radar/languages-and-frameworks/shadcn"">shadcn</a> or <a href=""https://ant.design/"">AntD</a>. With strong performance, seamless integration and active development, itâ€™s a solid choice for building large form or form-heavy application.</p>",,,,,,,
Effect,Trial,languages-and-frameworks,TRUE,new,"<p><strong><a href=""https://effect.website/"">Effect</a></strong> is a powerful <a href=""/radar/languages-and-frameworks/typescript"">TypeScript</a> library for building complex synchronous and asynchronous programs. Web application development often requires boilerplate code for tasks such as asynchrony, concurrency, state management and error handling. Effect-TS streamlines these processes using a functional programming approach. Leveraging TypeScriptâ€™s type system, Effect helps catch hard-to-detect issues at compile time. Our team previously used <a href=""https://github.com/gcanti/fp-ts"">fp-ts</a> for functional programming but found that Effect-TS provides abstractions that align more closely with daily tasks. It also makes code easier to combine and test. While traditional approaches like <code>Promise/try-catch</code> or <code>async/await</code> can handle such scenarios, after using Effect, our team found no reason to go back.</p>",,,,,,,
Hasura GraphQL engine,Trial,languages-and-frameworks,TRUE,new,"<p>The <strong><a href=""https://github.com/hasura/graphql-engine"">Hasura GraphQL engine</a></strong> is a universal data access layer that simplifies building, running and governing high-quality APIs on different data sources. It provides instant <a href=""/radar/languages-and-frameworks/graphql"">GraphQL</a> APIs over various databases (including PostgreSQL, MongoDB and ClickHouse) and data sources, enabling developers to fetch only the data they need quickly and securely. We found Hasura easy to implement GraphQL for <a href=""/radar/techniques/graphql-for-server-side-resource-aggregation"">server-side resource aggregation</a> and have applied it in multiple <a href=""/radar/techniques/graphql-for-data-products"">data product projects</a>. However, we <a href=""/radar/techniques/apollo-federation"">remain cautious</a> about its powerful federated query and unified schema management. A noteworthy recent addition is Hasura's <a href=""https://promptql.hasura.io/"">PromptQL</a> feature, which allows developers to leverage LLMs for more natural and intuitive data interactions.</p>",,,,,,,
LangGraph,Trial,languages-and-frameworks,TRUE,new,"<p><strong><a href=""https://github.com/langchain-ai/langgraph"">LangGraph</a></strong> is an orchestration framework designed to build stateful <a href=""/radar/techniques/llm-powered-autonomous-agents"">multi-agent applications</a> using LLMs. It provides a lower-level set of primitives like edges and nodes compared to <a href=""/radar/languages-and-frameworks/langchain"">LangChain</a>â€™s higher-level abstractions, offering developers fine-grained control over agent workflows, memory management and state persistence. This graph-based approach ensures predictable and customizable workflows, making debugging, scaling and maintaining production applications easier. Although it has a steeper learning curve, LangGraph's lightweight design and modularity make it a powerful framework for creating agentic applications.</p>",,,,,,,
MarkItDown,Trial,languages-and-frameworks,TRUE,new,"<p><strong><a href=""https://github.com/microsoft/markitdown"">MarkItDown</a></strong> converts various formats (PDF, HTML, PowerPoint, Word) into Markdown, enhancing text readability and context retention. Since LLMs derive context from <a href=""https://towardsdatascience.com/making-text-data-ai-ready-81d7fa83fd58/"">formatting cues</a> like headings and sections, Markdown helps preserve structure for better comprehension. In <a href=""/radar/techniques/retrieval-augmented-generation-rag"">RAG</a>-based applications, our teams used MarkItDown to pre-process documents into Markdown, ensuring logical markers (headers, subsections) remained intact. Before embedding generation, structure-aware chunking helped maintain full section context which improves the clarity of query responses, especially for complex documents. Widely used for documentation, Markdown also makes MarkItDownâ€™s CLI a valuable developer productivity tool.</p>",,,,,,,
Module Federation,Trial,languages-and-frameworks,FALSE,moved in,"<p><strong><a href=""https://module-federation.io/guide/start/index.html"">Module Federation</a></strong> allows for the specification of shared modules and dependency deduplication across micro frontends. With version 2.0, it has evolved to function independently of webpack. This update introduces key features, including a federation run time, a new plugin API and support for popular frameworks like React and Angular as well as popular bundlers like <a href=""/radar/tools/rspack"">Rspack</a> and <a href=""/radar/tools/vite"">Vite</a>. By adopting Module Federation, large web applications can be divided into smaller, manageable micro frontends, allowing different teams to develop, deploy and scale independently while sharing dependencies and components efficiently.</p>",,,,,,,
Prisma ORM,Trial,languages-and-frameworks,TRUE,new,"<p><strong><a href=""https://www.prisma.io/orm"">Prisma ORM</a></strong> is an open-source database toolkit that simplifies working with databases in Node.js and TypeScript applications. It offers a modern, type-safe approach to database access, automates database schema migrations and provides an intuitive query API. Unlike typical ORMs, PrismaORM uses plain JavaScript objects to define database types without decorators or classes. Our experience with Prisma ORM is positive; we find it not only better aligns with the general TypeScript development landscape, it also neatly integrates with the functional programming paradigm.</p>",,,,,,,
.NET Aspire,Assess,languages-and-frameworks,TRUE,new,"<p><strong><a href=""https://learn.microsoft.com/en-us/dotnet/aspire/get-started/aspire-overview"">.NET Aspire</a></strong> is designed to simplify the orchestration of distributed applications on a developer's local machine. Aspire lets you orchestrate multiple services in a local development environment â€?including multiple .NET projects, dependent databases and Docker containers â€?all with a single command. Furthermore, Aspire provides observability tools â€?including logging, tracing and metrics dashboards â€?for local development, decoupled from the tools used in staging or production environments. This significantly improves the developer experience when building, tweaking and debugging the observability aspects of any system they are working on.</p>",,,,,,,
Android XR SDK,Assess,languages-and-frameworks,TRUE,new,"<p>Google, in collaboration with Samsung and Qualcomm, has introduced Android XR, a new operating system designed for XR headsets. Support is planned for glasses and other devices. Most Android apps are supported with no or minimal changes, but the idea is to build new spatial apps from scratch or to ""spatialize"" existing apps. The new <strong><a href=""https://developer.android.com/develop/xr"">Android XR SDK</a></strong> is positioned as the go-to SDK for such projects, and Google provides <a href=""https://developer.android.com/develop/xr/get-started#select-development"">guidance</a> on how to choose tools and technologies bundled in the SDK. Itâ€™s available in developer preview now.</p>",,,,,,,
Browser Use,Assess,languages-and-frameworks,TRUE,new,"<p><strong><a href=""https://github.com/browser-use/browser-use"">Browser Use</a></strong> is an open-source python library that enables LLM-based AI agents to use web browsers and access web applications. It can control the browser and perform steps that include navigations, inputs and text extractions. With the ability to manage multiple tabs, it can perform coordinated actions across multiple web apps. Itâ€™s useful for scenarios where LLM-based agents need to access web content, perform actions on it and get the results. The library can work with a variety of LLMs. It leverages <a href=""/radar/languages-and-frameworks/playwright"">Playwright</a> to control the browser, combining visual understanding with HTML structure extraction for improved web interaction. This library is gaining traction in multi-agent scenarios, enabling agents to collaborate on complex workflows involving web interactions.</p>",,,,,,,
CrewAI,Assess,languages-and-frameworks,TRUE,new,"<p><strong><a href=""https://github.com/crewAIInc/crewAI"">CrewAI</a></strong> is a platform designed to help you build and manage AI agents that can work together to accomplish complex tasks. Think of it as a way to create a crew of AI workers, each with their own special skills, who can collaborate to achieve a common goal. Weâ€™ve mentioned it previously in the Radar under <a href=""/radar/techniques/llm-powered-autonomous-agents"">LLM-powered autonomous agents</a>. In addition to the open-source Python library, CrewAI now has an enterprise solution so organizations can create agent-based applications for real-world business cases, run them on their cloud infrastructure and connect to existing data sources such as Sharepoint or JIRA. We've used CrewAI multiple times to tackle production challenges, from automated validation of promotion codes to investigating transaction failures and customer support queries. While the agentic landscape continues to evolve rapidly, weâ€™re confident in placing CrewAI in Assess.</p>",,,,,,,
ElysiaJs,Assess,languages-and-frameworks,TRUE,new,"<p><strong><a href=""https://elysiajs.com/"">ElysiaJS</a></strong> is an end-to-end type-safe web framework for TypeScript, designed primarily for <a href=""/radar/platforms/bun"">Bun</a> but also compatible with other JavaScript run times. Unlike alternatives such as <a href=""https://trpc.io/"">tRPC</a>, which enforces specific API interface structures, ElysiaJS does not impose any API interface structure. This allows developers to create APIs that follow established industry practices such as RESTful, JSON:API or OpenAPI and also provide end-to-end type safety. ElysiaJS is highly performant when used with Bun run time, even comparable to Java or Go web frameworks in some benchmarks. ElysiaJS is worth considering, especially when building a <a href=""/radar/techniques/bff-backend-for-frontends"">backend-for-frontend (BFF)</a>.</p>",,,,,,,
FastGraphRAG,Assess,languages-and-frameworks,TRUE,new,"<p><strong><a href=""https://github.com/circlemind-ai/fast-graphrag"">FastGraphRAG</a></strong> is an open-source implementation of <a href=""/radar/techniques/graphrag"">GraphRAG</a> designed for high retrieval accuracy and performance. It uses <a href=""https://arxiv.org/abs/2006.11876"">Personalized PageRank</a> to limit graph navigation to the most relevant nodes among all the related nodes in the graph, enhancing retrieval accuracy and improving LLM response quality. It also provides a visual representation of the graph, helping users understand node relationships and the retrieval process. With support for incremental updates, itâ€™s well-suited to dynamic and evolving data sets. Optimized for large-scale GraphRAG use cases, FastGraphRAG improves performance while minimizing resource consumption.</p>",,,,,,,
Gleam,Assess,languages-and-frameworks,TRUE,new,"<p><a href=""https://www.erlang.org/"">Erlang/OTP</a> is a powerful platform for building highly concurrent, scalable and fault-tolerant distributed systems. Traditionally, its languages have been dynamically typed, but <strong><a href=""https://gleam.run/"">Gleam</a></strong> introduces type safety at the language level. Built on <a href=""https://en.wikipedia.org/wiki/BEAM_(Erlang_virtual_machine)"">BEAM</a>, Gleam combines the expressiveness of functional programming with compile-time type safety, reducing run-time errors and improving maintainability. With a modern syntax, it integrates well with the OTP ecosystem, leveraging the strengths of Erlang and <a href=""/radar/languages-and-frameworks/elixir"">Elixir</a> while ensuring strong interoperability. The Gleam community is active and welcoming, and we look forward to its continued development.</p>",,,,,,,
